"BuildingID","Date","Time","TargetTemp","ActualTemp","System","SystemAge","BuildingMgr","BuildingAge","product","Country"
1,"6/19/13","17:13:19",67,60,5,21,"M1",25,"AC1000","USA"
1,"6/18/13","10:00:01",65,68,13,19,"M1",25,"AC1000","USA"
1,"6/30/13","22:00:01",65,65,11,13,"M1",25,"AC1000","USA"
1,"6/3/13","1:13:19",69,70,7,24,"M1",25,"AC1000","USA"
1,"6/19/13","17:13:19",69,67,3,29,"M1",25,"AC1000","USA"
1,"6/19/13","23:43:51",65,60,3,2,"M1",25,"AC1000","USA"
1,"6/29/13","9:13:20",66,71,18,21,"M1",25,"AC1000","USA"
1,"6/1/13","17:33:07",66,77,5,8,"M1",25,"AC1000","USA"
1,"6/3/13","19:33:07",66,55,7,13,"M1",25,"AC1000","USA"
1,"6/17/13","9:00:01",66,80,8,21,"M1",25,"AC1000","USA"
1,"6/9/13","7:13:19",69,77,20,11,"M1",25,"AC1000","USA"
1,"6/15/13","13:13:19",69,60,17,13,"M1",25,"AC1000","USA"
1,"6/3/13","7:43:51",66,72,3,13,"M1",25,"AC1000","USA"
1,"6/13/13","17:43:51",69,74,16,7,"M1",25,"AC1000","USA"
1,"6/23/13","3:13:20",70,74,1,4,"M1",25,"AC1000","USA"
1,"6/1/13","17:33:07",67,55,9,14,"M1",25,"AC1000","USA"
1,"6/5/13","3:45:56",69,70,8,4,"M1",25,"AC1000","USA"
1,"6/24/13","15:13:19",70,80,4,11,"M1",25,"AC1000","USA"
1,"6/25/13","16:13:19",69,75,4,20,"M1",25,"AC1000","USA"
1,"6/11/13","8:43:51",67,65,17,13,"M1",25,"AC1000","USA"
1,"6/25/13","22:43:51",68,56,10,16,"M1",25,"AC1000","USA"
1,"6/1/13","4:13:20",65,62,6,12,"M1",25,"AC1000","USA"
1,"6/13/13","16:13:20",65,80,12,16,"M1",25,"AC1000","USA"
1,"6/17/13","20:13:20",67,71,7,2,"M1",25,"AC1000","USA"
1,"6/30/13","9:33:07",69,63,9,24,"M1",25,"AC1000","USA"
1,"6/25/13","10:00:01",65,57,4,22,"M1",25,"AC1000","USA"
1,"6/13/13","4:13:19",65,78,11,5,"M1",25,"AC1000","USA"
1,"6/29/13","20:13:19",66,66,13,27,"M1",25,"AC1000","USA"
1,"6/1/13","22:13:19",69,59,10,28,"M1",25,"AC1000","USA"
1,"6/2/13","11:33:07",66,62,13,14,"M1",25,"AC1000","USA"
1,"6/16/13","1:00:01",65,66,10,1,"M1",25,"AC1000","USA"
1,"6/30/13","15:00:01",66,64,6,1,"M1",25,"AC1000","USA"
1,"6/2/13","17:00:01",68,63,1,29,"M1",25,"AC1000","USA"
1,"6/15/13","6:13:19",68,64,5,15,"M1",25,"AC1000","USA"
1,"6/18/13","15:43:51",70,74,10,29,"M1",25,"AC1000","USA"
1,"6/28/13","1:13:20",68,79,3,5,"M1",25,"AC1000","USA"
1,"6/8/13","17:33:07",70,72,5,26,"M1",25,"AC1000","USA"
1,"6/16/13","1:00:01",68,69,12,26,"M1",25,"AC1000","USA"
1,"6/5/13","20:00:01",67,74,7,24,"M1",25,"AC1000","USA"
1,"6/6/13","21:00:01",70,64,20,11,"M1",25,"AC1000","USA"
1,"6/1/13","16:45:56",68,69,1,6,"M1",25,"AC1000","USA"
1,"6/21/13","12:45:56",69,59,8,8,"M1",25,"AC1000","USA"
1,"6/24/13","2:00:01",70,74,1,1,"M1",25,"AC1000","USA"
1,"6/25/13","9:13:19",70,77,12,6,"M1",25,"AC1000","USA"
1,"6/22/13","12:43:51",66,71,8,7,"M1",25,"AC1000","USA"
1,"6/16/13","12:13:20",65,76,3,17,"M1",25,"AC1000","USA"
1,"6/11/13","13:33:07",65,58,7,17,"M1",25,"AC1000","USA"
1,"6/17/13","19:33:07",65,78,4,29,"M1",25,"AC1000","USA"
1,"6/22/13","0:00:01",67,69,15,19,"M1",25,"AC1000","USA"
1,"6/19/13","3:13:19",67,56,16,2,"M1",25,"AC1000","USA"
1,"6/23/13","13:43:51",70,67,7,19,"M1",25,"AC1000","USA"
1,"6/4/13","6:33:07",67,65,13,16,"M1",25,"AC1000","USA"
1,"6/8/13","16:00:01",70,59,15,8,"M1",25,"AC1000","USA"
1,"6/11/13","19:00:01",68,74,17,11,"M1",25,"AC1000","USA"
1,"6/12/13","20:00:01",69,71,11,12,"M1",25,"AC1000","USA"
1,"6/13/13","3:43:51",66,58,3,4,"M1",25,"AC1000","USA"
1,"6/21/13","11:43:51",65,65,7,8,"M1",25,"AC1000","USA"
1,"6/16/13","12:13:20",67,59,18,15,"M1",25,"AC1000","USA"
1,"6/1/13","3:33:07",67,62,1,7,"M1",25,"AC1000","USA"
1,"6/8/13","10:33:07",67,70,10,6,"M1",25,"AC1000","USA"
1,"6/10/13","18:00:01",70,73,7,9,"M1",25,"AC1000","USA"
1,"6/28/13","12:13:19",70,57,9,12,"M1",25,"AC1000","USA"
1,"6/7/13","21:13:19",66,62,1,27,"M1",25,"AC1000","USA"
1,"6/20/13","10:43:51",65,79,2,13,"M1",25,"AC1000","USA"
1,"6/29/13","19:43:51",65,64,9,24,"M1",25,"AC1000","USA"
1,"6/5/13","7:33:07",66,59,15,30,"M1",25,"AC1000","USA"
1,"6/8/13","16:45:56",67,61,3,28,"M1",25,"AC1000","USA"
1,"6/28/13","12:45:56",70,68,3,18,"M1",25,"AC1000","USA"
1,"6/24/13","14:45:56",65,73,15,4,"M1",25,"AC1000","USA"
1,"6/20/13","21:00:01",67,71,19,5,"M1",25,"AC1000","USA"
1,"6/29/13","6:13:19",69,76,4,25,"M1",25,"AC1000","USA"
1,"6/4/13","11:13:19",68,56,8,2,"M1",25,"AC1000","USA"
1,"6/8/13","15:13:19",65,71,20,13,"M1",25,"AC1000","USA"
1,"6/9/13","16:13:19",69,74,4,28,"M1",25,"AC1000","USA"
1,"6/25/13","8:43:51",67,77,16,3,"M1",25,"AC1000","USA"
1,"6/16/13","5:13:20",68,70,4,16,"M1",25,"AC1000","USA"
1,"6/7/13","2:33:07",65,62,7,12,"M1",25,"AC1000","USA"
1,"6/24/13","1:13:19",68,68,20,3,"M1",25,"AC1000","USA"
1,"6/30/13","7:13:19",65,56,1,7,"M1",25,"AC1000","USA"
1,"6/15/13","22:13:19",66,66,14,14,"M1",25,"AC1000","USA"
1,"6/11/13","6:33:07",66,56,4,15,"M1",25,"AC1000","USA"
1,"6/21/13","16:33:07",68,75,8,28,"M1",25,"AC1000","USA"
1,"6/24/13","19:33:07",68,65,9,14,"M1",25,"AC1000","USA"
1,"6/30/13","7:13:19",70,71,18,22,"M1",25,"AC1000","USA"
1,"6/29/13","12:43:51",69,62,4,28,"M1",25,"AC1000","USA"
1,"6/8/13","21:43:51",67,79,19,19,"M1",25,"AC1000","USA"
1,"6/6/13","7:00:01",68,60,10,24,"M1",25,"AC1000","USA"
1,"6/2/13","9:13:19",70,57,11,29,"M1",25,"AC1000","USA"
1,"6/1/13","14:43:51",70,73,7,14,"M1",25,"AC1000","USA"
1,"6/14/13","3:13:20",65,60,2,22,"M1",25,"AC1000","USA"
1,"6/18/13","7:13:20",67,61,9,10,"M1",25,"AC1000","USA"
1,"6/20/13","9:13:20",67,66,16,4,"M1",25,"AC1000","USA"
1,"6/9/13","4:33:07",66,70,12,20,"M1",25,"AC1000","USA"
1,"6/24/13","1:45:56",67,59,4,13,"M1",25,"AC1000","USA"
1,"6/3/13","10:45:56",67,74,11,16,"M1",25,"AC1000","USA"
1,"6/18/13","1:45:56",69,70,8,27,"M1",25,"AC1000","USA"
1,"6/29/13","23:00:01",67,59,3,9,"M1",25,"AC1000","USA"
1,"6/7/13","7:13:19",67,69,16,7,"M1",25,"AC1000","USA"
1,"6/26/13","2:43:51",67,55,19,23,"M1",25,"AC1000","USA"
1,"6/24/13","12:33:07",67,57,10,5,"M1",25,"AC1000","USA"
1,"6/24/13","18:00:01",69,71,14,3,"M1",25,"AC1000","USA"
1,"6/26/13","20:00:01",70,66,3,5,"M1",25,"AC1000","USA"
1,"6/8/13","8:13:19",67,60,4,14,"M1",25,"AC1000","USA"
1,"6/24/13","0:43:51",66,79,18,27,"M1",25,"AC1000","USA"
1,"6/1/13","13:13:20",69,73,18,16,"M1",25,"AC1000","USA"
1,"6/7/13","19:13:20",65,67,3,9,"M1",25,"AC1000","USA"
1,"6/27/13","15:33:07",70,68,19,12,"M1",25,"AC1000","USA"
1,"6/1/13","19:33:07",68,72,8,30,"M1",25,"AC1000","USA"
1,"6/17/13","17:13:19",68,55,3,10,"M1",25,"AC1000","USA"
1,"6/23/13","23:13:19",68,64,20,26,"M1",25,"AC1000","USA"
1,"6/6/13","12:43:51",70,64,19,30,"M1",25,"AC1000","USA"
1,"6/12/13","18:43:51",69,72,3,19,"M1",25,"AC1000","USA"
1,"6/27/13","9:13:20",70,67,11,14,"M1",25,"AC1000","USA"
1,"6/19/13","13:00:01",67,73,14,30,"M1",25,"AC1000","USA"
1,"6/24/13","0:43:51",68,60,12,16,"M1",25,"AC1000","USA"
1,"6/11/13","17:43:51",69,61,5,17,"M1",25,"AC1000","USA"
1,"6/16/13","10:45:56",66,62,12,14,"M1",25,"AC1000","USA"
1,"6/7/13","7:45:56",65,79,10,11,"M1",25,"AC1000","USA"
1,"6/28/13","4:45:56",70,76,16,3,"M1",25,"AC1000","USA"
1,"6/11/13","17:45:56",70,77,7,2,"M1",25,"AC1000","USA"
1,"6/14/13","7:13:19",70,61,8,18,"M1",25,"AC1000","USA"
1,"6/27/13","20:13:19",69,64,18,27,"M1",25,"AC1000","USA"
1,"6/4/13","9:13:20",68,63,19,16,"M1",25,"AC1000","USA"
1,"6/13/13","18:13:20",70,68,4,30,"M1",25,"AC1000","USA"
1,"6/22/13","3:33:07",68,61,14,11,"M1",25,"AC1000","USA"
1,"6/26/13","7:33:07",68,79,7,11,"M1",25,"AC1000","USA"
1,"6/7/13","0:13:19",66,69,17,1,"M1",25,"AC1000","USA"
1,"6/8/13","1:13:19",70,60,1,3,"M1",25,"AC1000","USA"
1,"6/30/13","23:13:19",70,60,18,2,"M1",25,"AC1000","USA"
1,"6/24/13","5:33:07",68,66,14,17,"M1",25,"AC1000","USA"
1,"6/28/13","15:00:01",66,80,5,7,"M1",25,"AC1000","USA"
1,"6/24/13","17:13:19",68,58,8,7,"M1",25,"AC1000","USA"
1,"6/28/13","21:13:19",66,65,15,16,"M1",25,"AC1000","USA"
1,"6/2/13","1:43:51",65,55,10,20,"M1",25,"AC1000","USA"
1,"6/4/13","3:43:51",67,58,4,24,"M1",25,"AC1000","USA"
1,"6/24/13","23:43:51",68,67,19,28,"M1",25,"AC1000","USA"
1,"6/30/13","5:13:20",67,68,19,19,"M1",25,"AC1000","USA"
1,"6/6/13","11:13:20",66,56,19,11,"M1",25,"AC1000","USA"
1,"6/7/13","12:13:20",68,55,4,11,"M1",25,"AC1000","USA"
1,"6/13/13","18:13:20",67,76,7,20,"M1",25,"AC1000","USA"
1,"6/27/13","8:33:07",69,62,12,4,"M1",25,"AC1000","USA"
1,"6/13/13","0:00:01",68,76,13,12,"M1",25,"AC1000","USA"
1,"6/22/13","9:00:01",66,72,9,4,"M1",25,"AC1000","USA"
1,"6/12/13","5:13:19",66,79,6,5,"M1",25,"AC1000","USA"
1,"6/29/13","22:13:19",67,57,16,6,"M1",25,"AC1000","USA"
1,"6/6/13","5:43:51",70,62,16,29,"M1",25,"AC1000","USA"
1,"6/9/13","8:43:51",68,80,18,25,"M1",25,"AC1000","USA"
1,"6/11/13","10:43:51",67,73,4,9,"M1",25,"AC1000","USA"
1,"6/5/13","10:13:20",67,62,15,21,"M1",25,"AC1000","USA"
1,"6/12/13","17:13:20",65,64,6,22,"M1",25,"AC1000","USA"
1,"6/19/13","0:33:07",70,74,11,17,"M1",25,"AC1000","USA"
1,"6/22/13","3:33:07",70,64,15,24,"M1",25,"AC1000","USA"
1,"6/11/13","4:45:56",65,77,6,7,"M1",25,"AC1000","USA"
1,"6/26/13","6:00:01",66,55,4,14,"M1",25,"AC1000","USA"
1,"6/14/13","0:13:19",65,62,7,26,"M1",25,"AC1000","USA"
1,"6/21/13","7:13:19",67,56,7,9,"M1",25,"AC1000","USA"
1,"6/11/13","9:13:20",66,59,6,12,"M1",25,"AC1000","USA"
1,"6/5/13","9:33:07",67,77,8,13,"M1",25,"AC1000","USA"
1,"6/10/13","14:33:07",69,70,8,28,"M1",25,"AC1000","USA"
1,"6/11/13","15:33:07",69,60,4,26,"M1",25,"AC1000","USA"
1,"6/1/13","11:00:01",66,60,6,12,"M1",25,"AC1000","USA"
1,"6/10/13","20:00:01",67,64,11,2,"M1",25,"AC1000","USA"
1,"6/20/13","6:13:19",66,67,9,6,"M1",25,"AC1000","USA"
1,"6/9/13","1:43:51",66,62,9,30,"M1",25,"AC1000","USA"
1,"6/22/13","14:43:51",67,55,14,20,"M1",25,"AC1000","USA"
1,"6/24/13","16:43:51",65,62,9,27,"M1",25,"AC1000","USA"
1,"6/25/13","23:13:20",70,69,3,19,"M1",25,"AC1000","USA"
1,"6/11/13","15:33:07",66,70,12,13,"M1",25,"AC1000","USA"
1,"6/11/13","3:43:51",69,65,8,10,"M1",25,"AC1000","USA"
1,"6/14/13","6:43:51",69,78,1,8,"M1",25,"AC1000","USA"
1,"6/6/13","4:13:20",70,72,16,29,"M1",25,"AC1000","USA"
1,"6/23/13","21:13:20",65,74,1,29,"M1",25,"AC1000","USA"
1,"6/26/13","0:33:07",67,69,4,24,"M1",25,"AC1000","USA"
1,"6/19/13","23:33:07",66,74,12,19,"M1",25,"AC1000","USA"
1,"6/26/13","6:00:01",70,71,10,8,"M1",25,"AC1000","USA"
1,"6/28/13","14:13:19",65,72,2,19,"M1",25,"AC1000","USA"
1,"6/2/13","18:13:19",65,75,19,14,"M1",25,"AC1000","USA"
1,"6/23/13","21:13:20",69,64,14,10,"M1",25,"AC1000","USA"
1,"6/30/13","4:33:07",67,57,3,2,"M1",25,"AC1000","USA"
1,"6/7/13","11:33:07",66,55,9,24,"M1",25,"AC1000","USA"
1,"6/25/13","11:45:56",66,57,18,28,"M1",25,"AC1000","USA"
1,"6/27/13","0:00:01",65,57,18,21,"M1",25,"AC1000","USA"
1,"6/25/13","4:13:19",67,61,17,19,"M1",25,"AC1000","USA"
1,"6/6/13","15:13:19",67,58,16,8,"M1",25,"AC1000","USA"
1,"6/16/13","1:43:51",68,68,13,20,"M1",25,"AC1000","USA"
1,"6/25/13","22:33:07",67,56,6,17,"M1",25,"AC1000","USA"
1,"6/2/13","5:00:01",70,72,12,8,"M1",25,"AC1000","USA"
1,"6/10/13","13:00:01",70,74,18,8,"M1",25,"AC1000","USA"
1,"6/17/13","20:00:01",67,63,16,20,"M1",25,"AC1000","USA"
1,"6/20/13","23:00:01",67,55,2,26,"M1",25,"AC1000","USA"
1,"6/24/13","3:13:19",67,79,20,30,"M1",25,"AC1000","USA"
1,"6/6/13","15:13:19",68,67,16,15,"M1",25,"AC1000","USA"
1,"6/10/13","19:13:19",70,66,7,16,"M1",25,"AC1000","USA"
1,"6/14/13","23:13:19",66,77,14,9,"M1",25,"AC1000","USA"
1,"6/13/13","4:13:20",66,62,18,14,"M1",25,"AC1000","USA"
1,"6/18/13","9:13:20",70,65,6,22,"M1",25,"AC1000","USA"
1,"6/28/13","19:13:20",69,70,14,3,"M1",25,"AC1000","USA"
1,"6/4/13","1:33:07",67,73,15,26,"M1",25,"AC1000","USA"
1,"6/7/13","4:33:07",69,80,4,27,"M1",25,"AC1000","USA"
1,"6/1/13","4:00:01",70,74,15,20,"M1",25,"AC1000","USA"
1,"6/20/13","23:00:01",70,79,6,15,"M1",25,"AC1000","USA"
1,"6/2/13","11:13:19",70,59,20,26,"M1",25,"AC1000","USA"
1,"6/5/13","14:13:19",67,75,12,15,"M1",25,"AC1000","USA"
1,"6/11/13","14:00:01",68,66,20,25,"M1",25,"AC1000","USA"
1,"6/23/13","2:13:19",70,76,16,26,"M1",25,"AC1000","USA"
1,"6/25/13","4:13:19",67,73,13,1,"M1",25,"AC1000","USA"
1,"6/24/13","9:43:51",66,70,1,9,"M1",25,"AC1000","USA"
1,"6/25/13","10:43:51",70,79,1,18,"M1",25,"AC1000","USA"
1,"6/26/13","11:43:51",66,63,2,6,"M1",25,"AC1000","USA"
1,"6/23/13","2:45:56",67,58,12,27,"M1",25,"AC1000","USA"
1,"6/13/13","15:13:19",66,58,10,1,"M1",25,"AC1000","USA"
1,"6/2/13","10:43:51",67,55,6,12,"M1",25,"AC1000","USA"
1,"6/24/13","8:13:20",68,65,11,22,"M1",25,"AC1000","USA"
1,"6/28/13","12:13:20",65,71,14,5,"M1",25,"AC1000","USA"
1,"6/1/13","15:13:20",66,77,2,2,"M1",25,"AC1000","USA"
1,"6/27/13","17:33:07",69,60,17,2,"M1",25,"AC1000","USA"
1,"6/23/13","19:00:01",68,76,7,22,"M1",25,"AC1000","USA"
1,"6/29/13","1:13:19",69,64,11,3,"M1",25,"AC1000","USA"
1,"6/27/13","5:43:51",68,72,6,30,"M1",25,"AC1000","USA"
1,"6/29/13","7:43:51",70,70,15,21,"M1",25,"AC1000","USA"
1,"6/9/13","17:43:51",66,68,6,12,"M1",25,"AC1000","USA"
1,"6/3/13","23:33:07",67,62,20,29,"M1",25,"AC1000","USA"
1,"6/14/13","10:00:01",66,62,20,23,"M1",25,"AC1000","USA"
1,"6/15/13","11:00:01",68,64,3,30,"M1",25,"AC1000","USA"
1,"6/21/13","17:00:01",70,79,11,14,"M1",25,"AC1000","USA"
1,"6/17/13","19:13:19",68,56,17,29,"M1",25,"AC1000","USA"
1,"6/24/13","8:13:20",68,55,6,3,"M1",25,"AC1000","USA"
1,"6/24/13","14:33:07",65,80,10,6,"M1",25,"AC1000","USA"
1,"6/9/13","17:43:51",69,76,16,11,"M1",25,"AC1000","USA"
1,"6/15/13","23:43:51",65,78,8,30,"M1",25,"AC1000","USA"
1,"6/18/13","2:13:20",69,78,13,4,"M1",25,"AC1000","USA"
1,"6/22/13","6:13:20",70,80,17,22,"M1",25,"AC1000","USA"
1,"6/27/13","23:45:56",67,71,19,24,"M1",25,"AC1000","USA"
1,"6/29/13","1:45:56",70,74,8,29,"M1",25,"AC1000","USA"
1,"6/13/13","2:00:01",67,67,3,3,"M1",25,"AC1000","USA"
1,"6/27/13","16:00:01",68,77,5,19,"M1",25,"AC1000","USA"
1,"6/24/13","19:13:19",69,60,15,7,"M1",25,"AC1000","USA"
1,"6/11/13","12:43:51",69,77,1,20,"M1",25,"AC1000","USA"
1,"6/27/13","4:13:20",65,75,17,10,"M1",25,"AC1000","USA"
1,"6/18/13","1:33:07",67,77,3,29,"M1",25,"AC1000","USA"
1,"6/5/13","18:33:07",67,74,14,18,"M1",25,"AC1000","USA"
1,"6/11/13","6:13:19",67,75,20,24,"M1",25,"AC1000","USA"
1,"6/12/13","7:13:19",67,65,12,5,"M1",25,"AC1000","USA"
1,"6/25/13","20:13:19",68,63,11,17,"M1",25,"AC1000","USA"
1,"6/2/13","3:43:51",69,62,11,12,"M1",25,"AC1000","USA"
1,"6/27/13","10:33:07",68,74,20,15,"M1",25,"AC1000","USA"
1,"6/6/13","19:33:07",69,73,16,27,"M1",25,"AC1000","USA"
1,"6/18/13","7:00:01",65,71,12,6,"M1",25,"AC1000","USA"
1,"6/16/13","11:13:19",65,63,10,1,"M1",25,"AC1000","USA"
1,"6/25/13","14:00:01",66,60,13,1,"M1",25,"AC1000","USA"
1,"6/18/13","19:43:51",70,70,14,20,"M1",25,"AC1000","USA"
1,"6/29/13","6:13:20",66,77,9,1,"M1",25,"AC1000","USA"
1,"6/10/13","17:13:20",69,77,20,7,"M1",25,"AC1000","USA"
1,"6/22/13","11:45:56",69,58,17,8,"M1",25,"AC1000","USA"
1,"6/23/13","12:45:56",70,77,5,15,"M1",25,"AC1000","USA"
1,"6/24/13","13:45:56",67,80,3,19,"M1",25,"AC1000","USA"
1,"6/15/13","10:45:56",68,68,5,7,"M1",25,"AC1000","USA"
1,"6/22/13","17:45:56",68,79,3,17,"M1",25,"AC1000","USA"
1,"6/5/13","6:45:56",65,75,9,2,"M1",25,"AC1000","USA"
1,"6/1/13","13:00:01",69,57,5,20,"M1",25,"AC1000","USA"
1,"6/16/13","4:13:19",69,57,12,16,"M1",25,"AC1000","USA"
1,"6/3/13","21:13:19",65,59,7,10,"M1",25,"AC1000","USA"
1,"6/19/13","13:43:51",68,69,11,25,"M1",25,"AC1000","USA"
1,"6/4/13","4:13:20",70,63,10,20,"M1",25,"AC1000","USA"
1,"6/5/13","5:13:20",70,56,15,13,"M1",25,"AC1000","USA"
1,"6/17/13","17:13:20",65,61,18,16,"M1",25,"AC1000","USA"
1,"6/18/13","18:13:20",66,66,16,29,"M1",25,"AC1000","USA"
1,"6/22/13","22:13:20",65,64,15,26,"M1",25,"AC1000","USA"
1,"6/8/13","14:33:07",69,62,12,12,"M1",25,"AC1000","USA"
1,"6/13/13","19:33:07",67,66,11,21,"M1",25,"AC1000","USA"
1,"6/6/13","0:43:51",69,58,13,25,"M1",25,"AC1000","USA"
1,"6/8/13","2:43:51",69,79,15,17,"M1",25,"AC1000","USA"
1,"6/26/13","20:43:51",70,66,11,17,"M1",25,"AC1000","USA"
1,"6/30/13","0:13:20",66,74,4,21,"M1",25,"AC1000","USA"
1,"6/1/13","7:33:07",66,66,12,2,"M1",25,"AC1000","USA"
1,"6/2/13","8:33:07",66,60,2,23,"M1",25,"AC1000","USA"
1,"6/7/13","13:33:07",66,62,5,13,"M1",25,"AC1000","USA"
1,"6/13/13","19:33:07",68,80,17,13,"M1",25,"AC1000","USA"
1,"6/1/13","13:00:01",65,70,16,3,"M1",25,"AC1000","USA"
1,"6/20/13","8:13:19",67,78,1,3,"M1",25,"AC1000","USA"
1,"6/3/13","21:13:19",67,59,13,3,"M1",25,"AC1000","USA"
1,"6/15/13","9:43:51",69,66,14,25,"M1",25,"AC1000","USA"
1,"6/20/13","14:43:51",70,59,1,8,"M1",25,"AC1000","USA"
1,"6/17/13","17:13:20",66,73,20,19,"M1",25,"AC1000","USA"
1,"6/24/13","12:13:19",66,61,5,17,"M1",25,"AC1000","USA"
1,"6/3/13","21:13:19",70,66,12,22,"M1",25,"AC1000","USA"
1,"6/11/13","5:43:51",70,61,4,10,"M1",25,"AC1000","USA"
1,"6/27/13","3:33:07",67,77,13,19,"M1",25,"AC1000","USA"
1,"6/29/13","5:33:07",68,70,3,24,"M1",25,"AC1000","USA"
1,"6/17/13","23:33:07",69,59,3,4,"M1",25,"AC1000","USA"
1,"6/18/13","0:45:56",67,62,9,18,"M1",25,"AC1000","USA"
1,"6/3/13","15:45:56",67,77,10,2,"M1",25,"AC1000","USA"
1,"6/25/13","13:45:56",66,77,20,11,"M1",25,"AC1000","USA"
1,"6/15/13","20:00:01",69,66,11,8,"M1",25,"AC1000","USA"
1,"6/16/13","21:00:01",65,66,4,5,"M1",25,"AC1000","USA"
1,"6/6/13","17:13:19",69,57,2,28,"M1",25,"AC1000","USA"
1,"6/28/13","15:43:51",65,62,4,4,"M1",25,"AC1000","USA"
1,"6/9/13","2:13:20",67,70,10,5,"M1",25,"AC1000","USA"
1,"6/27/13","20:13:20",69,68,15,24,"M1",25,"AC1000","USA"
1,"6/9/13","14:00:01",70,69,7,10,"M1",25,"AC1000","USA"
1,"6/12/13","17:00:01",68,80,4,22,"M1",25,"AC1000","USA"
1,"6/14/13","19:00:01",69,72,18,30,"M1",25,"AC1000","USA"
1,"6/2/13","13:13:19",65,64,20,28,"M1",25,"AC1000","USA"
1,"6/29/13","16:43:51",68,77,10,30,"M1",25,"AC1000","USA"
1,"6/11/13","4:13:20",66,57,15,12,"M1",25,"AC1000","USA"
1,"6/25/13","18:13:20",70,73,14,23,"M1",25,"AC1000","USA"
1,"6/20/13","1:13:19",66,62,19,15,"M1",25,"AC1000","USA"
1,"6/10/13","21:13:19",69,70,9,17,"M1",25,"AC1000","USA"
1,"6/8/13","1:13:20",66,78,20,3,"M1",25,"AC1000","USA"
1,"6/19/13","12:13:20",65,61,11,15,"M1",25,"AC1000","USA"
1,"6/21/13","14:13:20",65,58,14,22,"M1",25,"AC1000","USA"
1,"6/27/13","20:13:20",67,70,9,15,"M1",25,"AC1000","USA"
1,"6/2/13","1:33:07",68,59,12,9,"M1",25,"AC1000","USA"
1,"6/26/13","1:45:56",69,73,18,5,"M1",25,"AC1000","USA"
1,"6/30/13","5:45:56",67,59,11,9,"M1",25,"AC1000","USA"
1,"6/17/13","22:45:56",68,75,7,10,"M1",25,"AC1000","USA"
1,"6/28/13","9:45:56",65,59,2,8,"M1",25,"AC1000","USA"
1,"6/28/13","15:45:56",68,64,4,7,"M1",25,"AC1000","USA"
1,"6/30/13","17:45:56",65,80,19,23,"M1",25,"AC1000","USA"
1,"6/4/13","2:00:01",68,67,15,15,"M1",25,"AC1000","USA"
1,"6/19/13","17:00:01",70,69,3,8,"M1",25,"AC1000","USA"
1,"6/27/13","7:43:51",68,60,5,19,"M1",25,"AC1000","USA"
